1.3943,-2.8499,2.7503,9.4729
1.767,2.3531,0.8694,2.537
-0.7808,-2.8212,2.1864,3.3952
-3.0116,0.8993,5.4494,-4.341
-2.7956,0.5356,8.0943,-0.6671
1.9814,-0.9585,1.5548,7.4655
4.5721,-0.9804,0.9275,13.9245
1.0373,1.8428,7.2973,6.3676
0.3623,2.8387,3.7853,-0.2906
1.1852,2.1702,5.7735,4.5793
2.0457,-2.7251,2.279,10.4501
-2.6721,-2.394,2.7797,-1.2256
1.3568,-0.811,3.7018,7.4674
4.3665,0.8882,6.0913,14.8636
-3.2886,1.3748,1.634,-9.3597
1.4,0.3417,6.8461,9.155
3.4285,1.656,2.2905,8.5068
-2.3226,-1.7341,9.4291,4.0435
3.7637,-1.1119,6.5544,15.5708
-0.4115,-1.4107,2.4663,3.184
0.6137,-1.4236,5.8459,8.3041
-2.8068,2.9852,5.0953,-7.003
-4.0909,-2.7173,1.0965,-6.1877
-0.7784,-2.6188,3.8162,4.1297
4.9612,0.1747,9.7108,19.9738
2.2072,1.0903,5.3697,8.3615
-2.3317,0.8458,1.1155,-6.339
4.5382,2.2551,2.6339,10.6523
0.0059,-1.9281,9.1263,9.9957
1.3895,0.6538,1.5284,3.6629
2.6251,0.2363,7.7863,12.4747
-1.7584,-2.8831,9.291,6.7828
3.7872,1.99,3.0751,9.9162
4.4695,-2.4861,4.8599,18.5126
-4.3079,1.5636,7.6583,-6.44
0.498,-1.4097,8.7243,10.3031
-0.7686,-1.7292,5.393,4.6155
-1.8828,2.9709,6.4988,-3.5697
-0.619,0.1055,1.21,-0.6734
0.8831,-1.6193,2.2022,6.3437
-4.2901,0.7866,2.2894,-9.4237
-4.2914,-1.572,6.6898,-3.666
-2.8576,-2.2061,9.3551,2.9019
2.8462,1.845,1.9041,6.0938
-4.0307,-0.4137,4.2358,-6.6248
1.7336,2.905,0.9842,1.4447
-0.9738,-0.9642,8.6167,5.714
-0.5139,-0.4687,2.7855,1.7479
-2.5019,2.5396,4.4313,-5.767
-4.4941,2.9957,8.3603,-8.7317
4.69,2.5582,8.487,15.3624
-2.8625,-0.5938,0.5864,-5.6161
-1.2103,2.9119,2.652,-4.6192
-0.7699,2.7439,9.9542,2.1485
0.5577,1.3104,1.548,0.7006
0.7918,0.2532,7.4798,8.3901
-4.4283,0.5051,5.0285,-7.599
4.6078,-2.5193,1.8582,16.1409
