x1,x2,y
3.745401188473625,9.695846277645586,-16.553212921870422
9.50714306409916,7.7513282336111455,0.610797752131953
7.319939418114051,9.394989415641891,-8.499209022429824
5.986584841970366,8.948273504276488,-10.865435286189179
1.5601864044243652,5.978999788110851,-9.92646249940258
1.5599452033620265,9.218742350231167,-19.357780358213574
0.5808361216819946,0.884925020519195,4.245844204177163
8.661761457749352,1.959828624191452,16.184901933787522
6.011150117432088,0.45227288910538066,15.26123476610144
7.080725777960454,3.2533033076326436,9.15066311123071
0.20584494295802447,3.8867728968948203,-5.790927745917375
9.699098521619943,2.713490317738959,16.42210164485285
8.324426408004218,8.287375091519294,-3.4781525604329664
2.1233911067827616,3.567533266935893,-1.199183870685477
1.8182496720710062,2.8093450968738076,0.2570028281946101
1.8340450985343382,5.426960831582485,-7.128469802412336
3.0424224295953772,1.4092422497476265,6.506091563009198
5.247564316322379,8.021969807540398,-8.734611863275319
4.319450186421157,0.7455064367977082,11.206326985883113
2.9122914019804194,9.868869366005173,-19.51378276812074
6.118528947223795,7.722447692966574,-5.782225045919843
1.3949386065204183,1.987156815341724,1.958934403105609
2.9214464853521815,0.05522117123602399,10.679786185317521
3.663618432936917,8.154614284548341,-12.253899554458762
4.56069984217036,7.068573438476172,-7.792006002113002
7.851759613930136,7.2900716804098735,-1.377018474752027
1.9967378215835974,7.712703466859457,-14.31599201567456
5.142344384136116,0.7404465173409036,12.662210581638712
5.924145688620425,3.5846572854427263,6.013676665079665
0.46450412719997725,1.1586905952512971,2.6549618970533326
6.075448519014383,8.631034258755935,-7.799112787633775
1.7052412368729153,6.232981268275579,-10.201172424664987
0.6505159298527952,3.308980248526492,-3.497133690512503
9.488855372533333,0.6355835028602363,22.03373727860287
9.656320330745594,3.109823217156622,14.0237854023718
8.08397348116461,3.2518332202674705,11.399190363802202
3.0461376917337066,7.29606178338064,-10.765794861703995
0.9767211400638387,6.3755747135521315,-10.941660804286071
6.842330265121569,8.872127425763265,-8.02790222943722
4.4015249373960135,4.722149251619493,-0.21262420889964634
1.2203823484477883,1.195942459383017,3.835581433893904
4.951769101112702,7.13244787222995,-7.078144433274211
0.34388521115218396,7.607850486168974,-16.564369628945045
9.093204020787821,5.612771975694963,6.724058630834141
2.587799816000169,7.70967179954561,-12.55789979311497
6.62522284353982,4.937955963643907,2.9818840687505492
3.1171107608941098,5.227328293819941,-3.7463662042035533
5.200680211778108,4.275410183585496,1.8742043414035876
5.4671027934327965,0.2541912674409519,15.465060331442873
1.8485445552552704,1.0789142699330445,6.555574113616396
